Number_of_Forecasters,Execution Time (s)
128,3.612558126449585
Number_of_Forecasters,Execution Time (s)
256,6.18949556350708
Number_of_Forecasters,Execution Time (s)
512,3.6426637172698975
Number_of_Forecasters,Execution Time (s)
1024,6.98783802986145
